Species,Sample ID,Clock 1,Clock 2,Sum,Mean ,Adcyap1,Adcyap2,Sum,Mean
Bar-tailed godwit,Y13393 ,7,10,17,8.5,NA,NA,NA,NA
Bar-tailed godwit,Y13394 ,10,12,22,11,NA,NA,NA,NA
Bar-tailed godwit,Y13419 ,9,9,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13421 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13422 ,11,11,22,11,NA,NA,NA,NA
Bar-tailed godwit,Y13424 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13425 ,8,10,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13426 ,9,9,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13428 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13429 ,8,10,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13430 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13460 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13476 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13506 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13531 ,8,11,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13576 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13578 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13581 ,9,9,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13583 ,9,12,21,10.5,NA,NA,NA,NA
Bar-tailed godwit,Y13585 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13586 ,10,11,21,10.5,NA,NA,NA,NA
Bar-tailed godwit,Y13587 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y13588 ,9,9,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y13589 ,11,11,22,11,NA,NA,NA,NA
Bar-tailed godwit,Y13592 ,11,11,22,11,NA,NA,NA,NA
Bar-tailed godwit,Y13596 ,7,10,17,8.5,NA,NA,NA,NA
Bar-tailed godwit,Y13598 ,10,11,21,10.5,NA,NA,NA,NA
Bar-tailed godwit,Y13599 ,9,10,19,9.5,NA,NA,NA,NA
Bar-tailed godwit,Y13600 ,8,9,17,8.5,NA,NA,NA,NA
Bar-tailed godwit,Y8807 ,9,9,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y8814 ,10,11,21,10.5,NA,NA,NA,NA
Bar-tailed godwit,Y8851 ,7,9,16,8,NA,NA,NA,NA
Bar-tailed godwit,Y8854 ,9,11,20,10,NA,NA,NA,NA
Bar-tailed godwit,Y8855 ,7,11,18,9,NA,NA,NA,NA
Bar-tailed godwit,Y8861 ,9,10,19,9.5,NA,NA,NA,NA
